--------------------------------------------------------------------------------
	predicted_labels         	confidence score
--------------------------------------------------------------------------------
사항                       	0.9990
촉진에                      	0.9492
관한                       	0.9996
위하여                      	1.0000
지원                       	1.0000
밖에                       	0.8995
정부                       	0.6760
지식행정                     	0.5323
활성화를                     	0.9992
필요한                      	0.9955
등에                       	1.0000
관                        	1.0000
그                        	0.9998
5.                       	0.9977
321                      	0.6729
--------------------------------------------------------------------------------
	predicted_labels         	confidence score
--------------------------------------------------------------------------------
-322-                    	0.5848
금읍과                      	0.1153
협업                       	0.7708
협업                       	0.9826
추조에                      	0.0737
접조이                      	0.0303
관한                       	0.9976
발읍과                      	0.0431
행정                       	0.9996
관한                       	0.9121
사항                       	0.9606
한                        	1.0000
정책연구의                    	0.9967
관리                       	1.0000
정책연구의                    	0.9989
관리                       	0.9999
제2절                      	0.9999
제4절                      	0.9992
소속기관을                    	0.9803
포함한다.                    	0.9449
중앙행정기관(그                 	0.9519
이하                       	1.0000
제49조(정책연구)               	0.9459
절                        	0.9986
장은                       	0.8099
에서                       	1.0000
같다)의                     	0.7701
정책의                      	0.9997
개발                       	0.9998
주요                       	0.9999
정책현안에                    	0.9997
대한                       	0.9870
조사ㆍ                      	0.5267
또는                       	0.9999
목적으로                     	0.9992
연구                       	0.9901
등을                       	0.9997
정책연구를                    	0.9984
자(이하                     	0.9985
연구자"라                    	0.9992
수행할                      	0.9999
한다)                      	0.9707
계약을                      	0.9997
와의                       	1.0000
통하여                      	0.9998
정책연구를                    	0.6282
하게                       	1.0000
할                        	0.8818
수                        	1.0000
있다.                      	0.7709
중앙행정기관의                  	0.9248
장은                       	0.9992
제50조제1항에                 	0.9873
설치)                      	0.9999
제49조에                    	0.9226
구성                       	1.0000
따                        	0.9996
①                        	0.9709
및                        	0.9998
운영)                      	0.9997
제50조(정책연구심의위원회           	0.7184
35조(정책연구심의위원회의           	0.4388
①                        	0.9855
영                        	1.0000
정책연구(이하                  	0.9991
정책연구"라                   	0.9975
 정책연구심의위원회(o             	0.1207
한다)는                     	0.8321
계약을                      	0.9998
통한                       	0.6470
한다)에                     	0.9999
관한                       	0.9801
위원장                      	0.8819
따른                       	0.9992
다음                       	1.0000
"위원회"                    	0.9940
른                        	0.8623
'라                       	0.9746
1명을                      	0.9999
포                        	0.9998
사항을                      	1.0000
심의하기                     	0.9944
위하여                      	1.0000
정책연구심의위원회(이하             	0.9572
구성하                      	1.0000
성별을                      	0.9961
고려하여                     	0.9991
호의                       	0.9995
함하여                      	0.9971
10명                      	0.9994
이상                       	0.7234
이하의                      	1.0000
위원으로                     	0.8473
이                        	1.0000
절                        	0.8877
30명                      	0.7879
각                        	0.9956
에서                       	1.0000
"위원회"라                   	0.9996
한다)를                     	0.9994
두다.                      	0.4233
따라                       	0.9998
위촉하는                     	0.9902
위원의                      	0.5828
위원                       	1.0000
수의                       	0.9998
과반수가                     	0.9999
전체                       	1.0000
제2항에                     	0.9998
수가                       	1.0000
되,                       	0.9763
연구과제와                    	0.9996
관한                       	0.9998
사항                       	1.0000
선정에                      	1.0000
구성하여야                    	0.9799
<개정                      	0.9926
연구자의                     	0.6618
한다.                      	0.9896
되도록                      	0.9966
18.)>                    	0.7606
2014.                    	0.5180
2.                       	0.9997
1.                       	0.5410
사항                       	0.9999
연구결과의                    	0.7864
관한                       	1.0000
위원회의                     	1.0000
정책연구(이하                  	0.9900
"정책연                     	0.9650
평가에                      	0.9992
위원장은                     	0.9168
영                        	1.0000
제49조에                    	0.9999
따른                       	0.9960
2.                       	0.9996
②)                       	0.8907
점검                       	0.9998
등에                       	0.9999
사항                       	0.9999
업무를                      	0.9999
연구결과의                    	0.8948
활용상황                     	0.4225
관한                       	0.9998
한다)에                     	0.9999
총괄하는                     	0.9983
국에                       	1.0000
및                        	0.9995
실                        	0.9999
국(실                      	0.9944
공개                       	0.9997
구"라                      	0.9998
관한                       	0.6024
상                        	0.9286
또는                       	0.9999
3.                       	0.9981
또는                       	1.0000
관리를                      	0.9997
장이                       	0.9759
밖에                       	0.9832
정책연구의                    	0.9975
체계적인                     	0.9995
위하여                      	0.9988
되고,                      	0.7525
위원은                      	0.7215
사항                       	0.9999
부서를                      	0.6258
포함한다.                    	0.9994
이하                       	1.0000
같다)의                     	0.9867
해당                       	0.7995
필요한                      	0.8353
당하는                      	0.9997
중                        	0.9999
그                        	0.9997
4.                       	0.9996
위하여                      	1.0000
공무원과                     	0.5561
위원회는                     	1.0000
위원회의                     	0.6017
업무를                      	0.9996
효율적으로                    	0.7778
수행하기                     	0.9929
앙행정기관의                   	0.8368
지명하는                     	0.9999
중앙행정기                    	0.9993
과장급                      	0.9991
이상                       	0.9998
필요하                      	0.9834
장이                       	0.9996
②                        	0.9994
그                        	0.9999
소위원회를                    	0.9990
사항                       	1.0000
업무에                      	1.0000
지식과                      	0.9999
경험이                      	0.9940
전문가                      	0.9471
있으며,                     	0.6582
제1항                      	0.9998
중에서                      	0.9996
관한                       	1.0000
전문적인                     	0.9996
품부한                      	0.3628
면                        	0.9998
각                        	0.9999
호의                       	0.9987
연구과제                     	0.9998
외부                       	0.9998
                         	0.0000
수                        	1.0000
소관                       	0.9883
관                        	1.0000
대한                       	0.9999
심의를                      	0.9871
소위원회에                    	0.9995
중에서                      	0.9999
의                        	1.0000
선정을                      	1.0000
제외한                      	0.9999
사항에                      	0.9997
위임할                      	0.9999
해당                       	0.9996
장이                       	0.6443
위촉하는                     	0.9918
사람이                      	0.9771
있다.                      	0.5903
중앙행정기는                   	0.7675
수                        	1.0000
관의                       	1.0000
된다.                      	0.7804
심의                       	0.9986
내용을                      	0.9994
확인ㆍ점검할                   	0.4694
있다.                      	0.8425
위원회의                     	0.9999
위원(이하                    	1.0000
"위촉위                     	0.9919
위원회는                     	0.7333
소위원회의                    	0.9997
위원                       	1.0000
제2항에                     	0.9997
위촉하는                     	0.9924
경우                       	0.9999
따라                       	0.9988
이                        	1.0000
수                        	1.0000
③                        	0.2241
중                        	0.9999
 ▶                       	0.0190
원"이라                     	0.9980
위원은                      	0.9268
한다)의                     	0.9815
하되                       	0.9998
연임할                      	0.9988
위원회나                     	0.9983
소위원회의                    	0.9982
배우자,                     	0.7534
임기는                      	0.9967
본인                       	0.9999
본인의                      	0.9996
2년으로                     	0.9964
있다.                      	0.9994
또는                       	0.8935
4촌이                      	0.9882
수                        	1.0000
③)                       	0.1166
내의                       	0.9999
사람이                      	0.9895
속한                       	0.9995
위원장은                     	0.8571
처리하기                     	0.9999
위하여                      	0.7773
위원장이                     	0.9998
속하                       	0.9991
협족,                      	0.3459
이내의                      	0.9898
사항을                      	0.9762
인척                       	0.9787
기관-                      	0.5056
단체와의                     	0.9926
다음                       	0.9997
또는                       	0.9999
호의                       	0.9991
2촌                       	0.9804
각                        	1.0000
②                        	0.4577
그                        	0.9999
--------------------------------------------------------------------------------
	predicted_labels         	confidence score
--------------------------------------------------------------------------------
금읍과                      	0.5557
협움                       	0.2501
접조이                      	0.0214
관한                       	0.9986
규정                       	0.5716
행정                       	0.9995
깊읍과                      	0.0530
협업                       	0.9848
촉진에                      	0.3241
관한                       	0.9874
규정                       	0.5741
행구인                      	0.0954
사항의                      	1.0000
심의·의결에                   	0.7776
관여하지                     	0.8943
국의                       	1.0000
공무원을                     	1.0000
지정할                      	1.0000
정책연구                     	0.9989
계약에                      	0.9910
못한다.                     	0.9966
과장급                      	0.9994
간사로                      	0.9980
또는                       	0.9996
관한                       	1.0000
수                        	0.6139
실                        	1.0000
있다.                      	0.9920
는                        	0.5241
처리                       	0.9987
제3항까지에서                  	0.9983
규정한                      	0.9999
사항                       	0.9999
외에                       	1.0000
위원회와                     	0.9126
위원회의                     	1.0000
구성                       	0.9998
사무                       	0.9999
소위원회                     	0.9997
운영에                      	0.9998
관한                       	0.9857
제1항부터                    	0.9872
및                        	0.6066
②                        	0.9021
1.                       	0.9995
<개                       	0.9971
관한                       	1.0000
회의                       	0.9997
안건                       	0.9998
행정안전부령으로                 	0.9904
정한다.                     	0.9808
연구자                      	0.9993
선정에                      	0.9999
구성·운영                    	0.9986
필요한                      	0.9494
사항은                      	1.0000
따른                       	0.9835
연구과제                     	0.9991
및                        	0.9999
의                        	1.0000
등에                       	1.0000
제51조에                    	0.9994
영                        	1.0000
2.                       	0.9995
정                        	1.0000
의                        	1.0000
준비                       	0.9787
26.>                     	0.9680
2013.                    	0.7508
2014.                    	0.7702
2017.                    	0.5104
23.                      	0.9984
7.                       	0.8630
3.                       	0.9169
19.                      	0.9968
11.                      	0.4692
00                       	0.0459
활용상황                     	0.4566
정책연구결과                   	0.9552
평가                       	0.9999
점검에                      	0.9946
따른                       	0.9991
제52조에                    	0.9682
및                        	0.9995
관                        	1.0000
영                        	0.9952
3.                       	0.9989
회의                       	0.9877
안건의                      	0.9998
준비                       	0.9861
한                        	1.0000
재적위원                     	0.9986
과반수의                     	0.9998
위원회의                     	0.8542
회의는                      	0.9997
출석으로                     	0.5302
개의(너품치)하고                	0.0026
○5                       	0.4685
출석위원                     	0.9965
과반수의                     	0.9999
의결한다.                    	0.5182
경우                       	0.7327
과반                       	0.9999
찬성으로                     	0.7110
위촉위원의                    	0.9911
이                        	1.0000
개의할                      	0.9985
출석한                      	0.7196
경우에만                     	0.8964
있다.                      	0.9998
수가                       	1.0000
수                        	1.0000
심의하는                     	0.9859
각                        	1.0000
위원회는                     	0.4957
다음                       	1.0000
해당하는                     	0.9998
사항을                      	0.9820
6                        	0.9979
호의                       	0.8692
하나에                      	0.5332
어노                       	0.5532
참여를                      	0.8754
제5항                      	0.9890
후단을                      	0.9977
경우                       	0.8984
위촉위원의                    	0.9850
배제할                      	0.9774
경우                       	0.9999
있다.                      	0.9885
수                        	1.0000
이                        	1.0000
아니한다.                    	0.9994
적용하지                     	0.9997
따른                       	0.9982
군사기밀                     	0.7068
사항                       	0.9999
「군사기밀보호법                 	0.4115
제2조에                     	0.9999
관련                       	0.9963
1.                       	0.6358
사항                       	0.9999
「국가정보원법」                 	0.9973
기밀                       	0.9478
관련                       	1.0000
따른                       	0.9992
국가                       	1.0000
제13조제4항에                 	0.9989
2.                       	0.9992
관련                       	0.9998
따라                       	0.9998
법령에                      	0.6031
비밀로                      	0.8584
관리되는                     	0.6473
사항                       	0.8817
밖에                       	0.9828
보안                       	0.9999
그                        	0.9999
3.                       	0.9985
규칙에서                     	0.9997
위원회                      	1.0000
운영에                      	0.9936
사항                       	1.0000
외에                       	0.9999
및이                       	0.9999
규정한                      	0.9948
필요한                      	0.9805
사                        	1.0000
○                        	0.5678
영□                       	0.1644
위원회의                     	0.6434
의결을                      	0.9998
거쳐                       	0.9430
위원장이                     	0.9520
정한다.                     	0.9997
항은                       	0.9993
따른                       	0.9991
제50조제2항에                 	0.9146
소위원회(이하                  	0.9990
구성)                      	1.0000
영                        	1.0000
제36조(소위원회의               	0.9993
①                        	0.9794
포함하여                     	0.9986
"소위원회"라                  	0.9398
한다)는                     	0.9995
위원장                      	0.9547
1명을                      	0.8630
이상                       	1.0000
4명                       	0.9999
이하                       	1.0000
10명                      	0.9989
위원으로                     	0.8416
성별을                      	0.9932
고려하여                     	0.9320
구성하되,                    	0.9329
제2항에                     	0.9995
의                        	1.0000
따라                       	0.9999
위촉하는                     	0.9855
수가                       	0.8684
위원                       	0.9999
위원의                      	0.9999
소위원회                     	0.9998
수의                       	1.0000
과반수가                     	0.9999
구성하여                     	0.7077
전체                       	1.0000
되도록                      	1.0000
한다.                      	0.9852
<개정                      	0.9679
야                        	0.9958
2014.                    	0.9173
18.>                     	0.9199
2.                       	0.9978
323                      	0.9990
--------------------------------------------------------------------------------
	predicted_labels         	confidence score
--------------------------------------------------------------------------------
행정                       	0.9987
깊읍과                      	0.0292
협업                       	0.9771
총진이                      	0.0393
소위원회의                    	0.9982
위원장은                     	0.5257
연구과제를                    	0.9976
장이                       	0.8578
담당하는                     	0.9999
국의                       	1.0000
실                        	1.0000
또는                       	0.9989
②2                       	0.5263
중앙행정기관의                  	0.9904
장이                       	0.6540
위원은                      	0.9825
해당                       	0.9997
공무원                      	0.9936
지명하는                     	0.9999
과장급                      	0.9995
되고,                      	0.6403
(위원회의                    	0.8163
위원인                      	1.0000
연구과제에                    	0.9940
과장급                      	0.5514
공무원을                     	0.8300
포함한다)과                   	0.9967
대                        	0.9998
그                        	0.6257
지식과                      	1.0000
전문적인                     	0.9997
외부                       	0.9998
경험이                      	0.9720
품부한                      	0.3750
중에서                      	0.9999
중앙행정                     	0.9703
전문가                      	0.9998
한                        	1.0000
기관의                      	0.9998
사람이                      	0.9978
장이                       	0.9995
위촉하는                     	0.9816
된다.                      	0.5114
장은                       	0.9997
공정하고                     	0.8368
정책연구를                    	0.9993
중앙행정기관의                  	0.8097
하려는                      	0.9996
부서의                      	0.8072
제51조(연구과제와               	0.7656
연구자의                     	0.9992
선정)                      	0.9999
심의                       	0.3484
신청                       	1.0000
등)                       	0.9075
장은                       	0.9991
영                        	0.9999
제37조(연구과제                	0.5971
①                        	0.9934
①                        	0.9610
위원회의                     	0.5505
정책연구가                    	0.9927
이루어지도록                   	0.9696
심의를                      	0.6948
연구과                      	0.9991
제51조제1항                  	0.6837
부분                       	0.9998
연구과제                     	0.9609
선정에                      	0.9999
관하                       	0.6436
투명하게                     	0.9623
거쳐                       	0.9692
외의                       	0.9999
본문에                      	0.9999
각                        	1.0000
따라                       	0.8915
호                        	0.9998
공무원을                     	0.3697
위원회의                     	0.8680
선정하여야                    	0.9999
하며                       	0.9999
연구과제별                    	0.2691
담당부서의                    	0.9967
심의를                      	0.9878
제를                       	0.9999
별로                       	0.7372
과장급                      	0.9990
거치려면                     	0.9921
제10호의2서식의                	0.9988
정책연구과                    	0.5568
여                        	1.0000
별지                       	0.9469
심의                       	0.9867
과제담당관으로                  	0.6656
지정하여야                    	0.9999
다만,                      	0.4758
다음                       	0.9999
신청서와                     	0.9999
한다.                      	0.7934
하나                       	0.9994
제                        	0.9999
별지                       	0.6876
정책연구과제                   	0.9990
차별성                      	0.9991
검                        	1.0000
각                        	0.9993
어노                       	0.8965
호의                       	0.9992
제10호의3서식의                	0.5147
다만,                      	0.7003
선정하려는                    	0.9979
해당하는                     	0.8164
경우에는                     	0.9998
위원회의                     	0.8730
한다.                      	0.7184
심의를                      	0.9976
거치지                      	0.9955
아니한다.                    	0.9277
위원회에                     	1.0000
제출하여야                    	0.9992
연구과                      	0.9995
에                        	1.0000
토보고서를                    	0.8163
제와                       	0.9998
따라                       	0.9997
위원회의                     	1.0000
심의를                      	0.9880
유사하거나                    	0.9659
연구과제에                    	0.9981
거치지                      	0.9977
연구자                      	0.9985
중복되는                     	0.9998
관한                       	0.7558
정책연구가                    	0.9939
없는                       	0.9998
각                        	0.9992
아니하고                     	0.9997
다른                       	0.7764
제2항                      	0.9765
호에                       	0.9991
1.                       	0.7780
경우에는                     	0.9999
선정하여                     	0.6308
정책연구를                    	0.9995
경우                       	0.9502
긴급하게                     	0.9951
정책연구를                    	0.9990
별지                       	0.9283
제출하지                     	0.9999
있다.                      	0.6073
<개정                      	0.9950
하는                       	0.6298
제10호의3서식은                	0.9989
아니할                      	0.9996
수                        	1.0000
할                        	0.9999
중                        	0.9999
를                        	1.0000
연구과제를                    	0.9946
선정하는                     	1.0000
있어                       	0.9996
경우                       	0.9991
필요가                      	0.5826
2017.                    	0.9727
17.)                     	0.4930
10.                      	0.7200
정책연구                     	0.9983
편성에                      	0.9987
수행의                      	0.9987
사업이                      	0.8869
삭제                       	0.9881
예산의                      	1.0000
특정                       	0.9937
사업                       	0.8100
따라                       	0.9998
일부로                      	0.9998
2017.                    	0.5401
17.)>                    	0.3654
2.                       	0.9997
10.                      	0.9867
1.                       	0.9990
부서의                      	0.9999
사업을                      	0.9999
정해진                      	0.9994
경우로서                     	0.9977
주관하는                     	0.6990
장이                       	0.9996
사업의                      	0.9999
삭제                       	0.9785
<2017.                   	0.8416
그                        	0.8246
2.                       	0.9996
10.                      	0.9869
17.>                     	0.4510
그                        	0.9999
연구과제를                    	0.9995
삭제                       	0.9751
내용에                      	0.9887
선정하는                     	1.0000
따라                       	1.0000
경우                       	0.9996
<2017.                   	0.5309
17.>                     	0.4964
3.                       	0.9005
10.                      	0.7422
중앙행정기관의                  	0.9995
하는                       	1.0000
당사자로                     	0.9992
계약에                      	0.9999
삭제                       	0.9546
장은                       	0.9996
「국가를                     	0.9961
관한                       	1.0000
법                        	0.9729
17.>                     	0.8580
②                        	0.9970
<2017.                   	0.2978
10.                      	0.9915
4.                       	0.9991
같은                       	0.9969
법에                       	0.5250
따라                       	0.9985
계약의                      	0.9997
방법으로                     	0.9772
연구자를                     	0.9995
선정하되,                    	0.9879
삭제                       	0.9666
따른                       	0.9985
17.>                     	0.8991
<2017.                   	0.3605
률과에                      	0.7172
10.                      	0.9935
5.                       	0.9471
계약상대자를                   	0.8862
관하여                      	0.8290
위원회의                     	0.9994
부서의                      	0.9988
장은                       	0.9979
결정하기                     	0.9998
전에                       	0.6075
외의                       	1.0000
선정에                      	1.0000
심의                       	0.9954
하려는                      	0.9975
영                        	1.0000
제51조제1항 각                	0.4608
부                        	0.9363
연구자                      	0.9991
정책연구를                    	0.9991
②②)                      	0.5501
호                        	0.9999
다음                       	0.9999
단서에                      	0.9968
따라                       	0.9997
선정한                      	0.9995
별지                       	1.0000
거쳐야                      	0.5129
경우에는                     	0.6379
다만,                      	0.8940
어노                       	0.9156
하나에                      	0.5601
해당하는                     	0.9998
경우                       	0.9982
연구과제를                    	0.9995
각                        	1.0000
제10호의3서식                 	0.9993
한다.                      	0.9903
호의                       	0.8258
분                        	0.9999
늘                        	0.4401
에는                       	0.9999
위원회의                     	0.9994
거치지                      	0.9977
의                        	1.0000
심의를                      	0.9849
차별성                      	0.9995
아니한다.                    	0.5224
정책연구과제                   	0.9994
제10호의4서식의                	0.8907
및                        	0.9998
별지                       	1.0000
검토보고서                    	0.9967
정                        	0.9994
하는                       	0.9999
계약에                      	0.9999
책연구과제                    	0.9980
위원회에                     	1.0000
「국가를                     	0.9987
관한                       	0.8291
법률」                      	0.7916
본문에                      	0.9995
따른                       	0.9984
선정                       	1.0000
보고하여야                    	0.6613
당사자로                     	0.9986
결과보고서를                   	0.9986
한다.                      	0.9920
다만,                      	0.7063
제7조                      	0.6206
1.                       	0.9452
--------------------------------------------------------------------------------
	predicted_labels         	confidence score
--------------------------------------------------------------------------------
금율과                      	0.4809
협업                       	0.9842
촉진이                      	0.1447
관한                       	0.9991
규정                       	0.9544
행정                       	0.9994
극읍과                      	0.0537
협업                       	0.8575
총진에                      	0.1542
관한                       	0.8331
규정                       	0.4364
시행구인                     	0.0281
연구과제에                    	0.9422
일반경쟁                     	0.9962
방식으로                     	0.8702
연구자를                     	0.9532
유사하거나                    	0.9889
중복되는                     	0.9996
선정하는                     	0.6829
경우                       	0.9961
선정하려는                    	0.9770
연구과제와                    	0.9997
관한                       	1.0000
다                        	1.0000
기에도 변                    	0.0311
정책연구가                    	0.9993
「국가를                     	0.9978
하는                       	1.0000
계약에                      	0.9998
법률                       	0.9985
시행령」                     	0.9724
경우에는                     	0.5237
제10호의3서식은                	0.9959
관한                       	1.0000
없는                       	0.9982
별지                       	1.0000
당사자로                     	0.9998
제13조에                    	0.5268
른                        	0.6717
보고하지                     	0.8100
따                        	1.0000
2.                       	0.9993
아                        	0.9999
사전심사를                    	0.9962
입찰참가자격                   	0.9991
하는                       	1.0000
경우                       	0.8595
<개정                      	0.9886
있다.                      	0.9987
니할                       	0.9999
2017.                    	0.6588
른                        	0.5954
수                        	1.0000
17.>                     	0.8059
10.                      	0.6482
하는                       	0.7835
계약에                      	0.9999
관한                       	0.9987
법률                       	1.0000
시행령」                     	0.6587
당사자로                     	0.6884
「국가를                     	0.9955
제43조제1항                  	0.7500
3.                       	0.8468
제안서를                     	0.9992
평가하는                     	0.9975
경우                       	0.9998
따라                       	0.9982
제출받아                     	0.9994
중앙행정기관의                  	0.9997
장은                       	0.6032
다른                       	0.9997
행정기                      	0.9998
에                        	1.0000
중복                       	0.9995
선정                       	0.9999
금지)                      	0.6956
제38조(연구과제의               	0.7938
지원을                      	0.9996
"행정                      	0.9987
관이나                      	0.9886
정부의                      	0.9991
연구기관(이하                  	0.9921
받은                       	0.9996
출연·보조                    	0.9672
또는                       	0.9261
완료되었거니                   	0.9904
기관등"이라                   	0.9990
한다)에서                    	0.8736
이미                       	0.9995
연구가                      	0.9998
연구를                      	0.9994
하고                       	1.0000
있                        	0.9999
중복되는                     	0.9993
연구과제를                    	0.9990
된다.                      	0.6939
연구과제와                    	0.9997
선정하여서는                   	0.9999
아니                       	0.9998
다                        	1.0000
는                        	0.9985
다음                       	0.9999
해당하는                     	0.7768
그러하지                     	0.9880
각                        	0.9996
호의                       	0.9989
하나에                      	0.9246
경우에는                     	0.9991
어노                       	0.9515
아니                       	0.9999
만,                       	0.9582
하다.                      	0.5735
유사한                      	0.9994
해당                       	0.9998
수행된                      	0.9903
연구를                      	0.9988
이미                       	0.9992
경우로서                     	0.9969
분야                       	0.9998
행정기관등에서                  	0.9970
1.                       	0.9996
기술의                      	0.9998
발전                       	0.9840
연구가                      	0.9994
필요한                      	0.9931
경우                       	0.7921
따라                       	0.9991
새로운                      	0.9976
이론                       	0.9997
의                        	1.0000
및                        	0.9993
등에                       	0.9999
정책의                      	0.9992
위하여                      	0.6664
이미                       	0.9999
수행된                      	0.9984
연구과제                     	0.9991
관련                       	1.0000
수행을                      	0.9312
결과와                      	0.9987
구분                       	0.9998
2.                       	0.9996
경우                       	0.9206
학문적·이론적                  	0.9877
체계의                      	0.9993
되는                       	1.0000
필요한                      	0.9975
구축이                      	0.9999
사항에                      	0.9997
경우로서                     	0.8853
행정기관등에서                  	0.7636
연구를                      	0.9994
진행하고                     	0.9997
관련                       	0.9998
있는                       	1.0000
3.                       	0.9984
연구가                      	0.9983
하려                       	0.9953
필요하여                     	0.9947
정책연구를                    	0.9990
행정기관등과                   	0.6494
대한                       	0.9998
공동으로                     	0.9931
경우                       	0.9990
는                        	0.9999
장은                       	0.5888
영                        	1.0000
각                        	1.0000
변경)                      	0.5082
중앙행정기관의                  	0.9990
제51조제1항                  	0.9981
호                        	0.9997
제39조(연구과제의               	0.8561
선정된                      	0.9901
연구과제를                    	0.9986
변경하여야                    	0.9996
외의                       	0.9999
본문에                      	0.9999
할                        	0.9999
부분                       	0.7374
따라                       	1.0000
연                        	0.9999
부득이                      	0.9266
를                        	0.9997
사유가                      	0.9944
있으면                      	0.9961
위원회의                     	0.9303
심의를                      	0.9570
거쳐                       	0.9661
변경할                      	0.9999
한                        	1.0000
있다.                      	0.6740
수                        	1.0000
부분                       	0.9999
제51조제1항                  	0.9104
외의                       	1.0000
본문에                      	0.9999
각                        	0.5024
영                        	1.0000
등)                       	0.9986
①                        	0.9915
제40조(과제담당관               	0.9948
호                        	0.9998
325                      	0.9355
--------------------------------------------------------------------------------
	predicted_labels         	confidence score
--------------------------------------------------------------------------------
금읍                       	0.1010
협업                       	0.5131
접조이                      	0.0810
관한                       	0.6770
규정장정                     	0.1791
행정                       	0.9283
깊읍과                      	0.1098
협업                       	0.9781
촉진이                      	0.2803
관한                       	0.9837
규정                       	0.8235
행G칙                      	0.0350
업무를                      	0.9997
관한                       	0.9637
다음                       	1.0000
수행한다.                    	0.9980
과제담당관은                   	0.9139
정책연구에                    	0.9992
호의                       	0.9996
각                        	1.0000
따른                       	0.7088
시행                       	1.0000
해당                       	0.9999
정책연구에                    	0.9987
추진계획의                    	0.9988
수립                       	0.9986
관한                       	1.0000
및                        	0.9998
1.                       	0.9998
평가                       	0.9999
연구결과의                    	0.4577
제52조에                    	0.9814
따른                       	0.5262
영                        	0.9999
2.                       	0.6040
공개                       	0.9253
따른                       	0.9989
정책연구의                    	0.9994
제54조에                    	0.9996
영                        	1.0000
3.                       	0.9990
정책연구                     	0.9985
수행에                      	0.9993
밖에                       	0.9730
필요한                      	0.9874
업무                       	1.0000
그                        	0.9998
4.                       	0.9985
정책연구에                    	0.9995
장은                       	0.9986
제1항에                     	0.9997
업무를                      	0.9999
총괄하는                     	0.9835
관한                       	0.9973
②)                       	0.8489
실                        	0.9995
국의                       	1.0000
또는                       	0.9931
업무를                      	0.9999
총괄·조정한다.                 	0.8904
과제담당관의                   	0.9998
따른                       	0.9993
중앙행정기관의                  	0.9993
장은                       	0.9982
따른                       	0.9990
정책연구결과                   	0.8413
평가는                      	0.9997
정책연구가                    	0.9889
제41조(연구결과의               	0.9068
평가)                      	0.9999
평가                       	0.9999
활용)                      	0.9071
종                        	1.0000
①                        	0.9940
영                        	1.0000
제52조에                    	0.7711
제52조(연구결과의               	0.5405
및                        	0.9908
지정한                      	0.9999
외부                       	0.9999
정책연구                     	0.6037
종료일부                     	0.9109
정책연구결과를                  	0.9574
하며,                      	0.8225
전문가                      	1.0000
1명이                      	0.9998
평가하여야                    	0.9864
과제담당관과                   	0.9995
과제담당관이                   	0.9997
공동으로                     	0.7036
료된                       	0.9993
후                        	0.9984
그                        	0.9999
이내에                      	0.9985
정책연구결과                   	0.9912
활용상을                     	0.8517
방법이나                     	0.9991
외부                       	0.9999
6개월                      	0.9998
점검하여야                    	0.9997
한다.                      	0.9477
평가하는                     	0.8612
전문가가                     	0.9956
참석하는                     	0.9777
정책연구완료                   	0.9968
터                        	0.9999
이                        	1.0000
회                        	1.0000
보                        	1.0000
활용상황                     	0.5841
경우                       	0.8021
정책연구결과                   	0.9875
평가                       	0.9999
점검에                      	0.9998
사항은                      	0.9117
위원회                      	1.0000
및                        	0.9999
관한                       	0.9999
방법으로                     	0.4649
하여야                      	0.7434
개최하여                     	0.9992
평가하는                     	0.9998
